Unnamed: 0,B07YK2L7CW,Clothing & Accessories > Women > Ethnic Wear > Chunnis & Dupattas,Traditions Bazaar Art Silk Solid Color Women Dupatta,999,299.00,FREE delivery,Unnamed: 7,3.8,0.0,350 ratings,Unnamed: 11,Unnamed: 12,Unnamed: 13,225 x 100 x 0.1 cm,D-MC,Unnamed: 16,27 September 2019,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,https://m.media-amazon.com/images/I/41aHwakY0CL.jpg,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,https://www.amazon.in/Traditions-Bazaar-Banarasi-Solid-Dupatta/dp/B07YK2T13C,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,"Tuesday, 27 February"," 
 This beautiful solid coloured banarasi dupatta with zari border on four sides is perfect for all occasions  ",StoreName,Asin,Category,Title,MRP,Price,ShippingPrice,Manufacturer,StarRating,IsPrime,CustomerReview,Weight,Color,Size,PackageDimensions,ItemModelNumber,Department,DateFirstAvailable,BestSellersRank1,BestSellersRank2,BestSellersRank3,BulletPoint1,BulletPoint2,BulletPoint3,BulletPoint4,BulletPoint5,BulletPoint6,BulletPoint7,BulletPoint8,BulletPoint9,BulletPoint10,ImageURL1,ImageURL2,ImageURL3,ImageURL4,ImageURL5,ImageURL6,ImageURL7,ImageURL8,ImageURL9,ImageURL10,ProductUrl,VedioLink1,VedioLink2,VedioLink3,VedioLink4,DeliveryTime,Description
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KAYARTHAYAS PRODUCTS,B014KSNVK8,Home & Kitchen > Home & Décor > Decorative Accessories > Idols & Figurines,VASTU MAGIC Positive energy powder (No SALT),"12,366.67",742.00,FREE delivery,‎A B Sharma Spiritual Centre,3.7,0.0,93 ratings,60 g,,,,,,14 August 2015,"119,646 in Home & Kitchen (See Top 100 in Home & Kitchen)","3,999 inIdols & Figurines",,"tested with GDV,BIO FIELD VIEW,As per tantra shastra usage of salt is for aura cleansing only not for floor cleaning, Most of the Clinics, Hospitals , Yoga centers, they use vastu magic powder for positive & healing environment","Vastu magic powder has been tested with German Lecher Antenna & Universal Scanner.using,Doctors have recommending our product for their patients","Use of chemical floor cleaner creates negative energy,Vastu magic powder floor cleaner is made of 100% herbal ingredients,Geopathic Stress affects and drains a person's biofield.","Usage of vastu magic powder protects our bio field,one bottle comes for 60 to 75 days",Most of the us use chemical floor cleaner for our house daily we are spoiling our AURA of our house,"APPLAY ON FLOOR WHERE U DO MEDIATION OR WORK STATION OR STUDY AREA , HELPS TO IMPROVE CONCENTRATION ,ENERGY CLEANSING, Meditation, Yoga, Pooja,",MOST OF HEALTH ISSUES CAUSE DUE SLEEPING IN NEGATIVE LOCATION JUST APPLY BENETH THE BED OR SOFA HELPS TO PROTECT FROM IR & UV RAYS & HIGH FREQUECY MAGENETIC RADATION THE EMIT OUT OF EARTH,"OUR BODY IS A MAGNET REPOND TO THE FREQUECY OF THE EARTH WHERE IF U HAVE NEGATIVE FREQUECY IN UR OFFICE OR HOME U ILL ACT BASED ON IT YOU MAY FALL ILL OR NEGATIVE TOUGHTS ,CHIDREN ARE HYPER,ILL HEALTH,FINANCE ISSUE,BUSINESS PROBLEMS,","IF YOUR HOUSE HAS GEOPATHIS STRESS IT ILL DISTURB THE CELL GENERATION INSIDE THE BODY & AUTO REPAIR SYSTEM WILL SLOW ,WE ILL LOSE THE IMMUNITY POWER USE VASTU MAGIC POWDER TO OVERCOME","TO GET GOOD TAUGHTS POSITIVE IDEAS GOOD CONCENTARTION , TO HAVE HARMONIOUS LIFE USE VASTU MAGIC & DHOOPA SANJEEVINI IT IWLL HELPS TO CLEANSE AIR",https://m.media-amazon.com/images/I/61D5eSnWS+L._SX425_.jpg,https://m.media-amazon.com/images/I/61D5eSnWS+L._SX522_.jpg,https://m.media-amazon.com/images/I/61D5eSnWS+L._SX569_.jpg,https://m.media-amazon.com/images/I/61D5eSnWS+L._SY355_.jpg,https://m.media-amazon.com/images/I/61D5eSnWS+L._SX466_.jpg,https://m.media-amazon.com/images/I/61D5eSnWS+L._SX679_.jpg,https://m.media-amazon.com/images/I/61D5eSnWS+L._SY450_.jpg,,,,https://www.amazon.in/Positive-Removes-Negative-Natural-Cleanser/dp/B014KSNVK8,,,,,"Thursday, 29 February",Amazon.in: Buy VASTU MAGIC Positive energy powder (No SALT) online at low price in India on Amazon.in. Free Shipping. Cash On Delivery
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cocoblu Retail,B077Y3NWYQ,"Clothing & Accessories > Men > T-shirts, Polos & Shirts > Polos",U.S. POLO ASSN. Men's Cotton Regular Fit Numeric Applique Logo Polo T-Shirt,"1,699","1,699.00",FREE delivery,,3.9,0.0,"2,750 ratings",,,,32 x 27 x 2.5 cm,,,6 December 2017,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41hij4fUlwL.jpg,,,,,,,,,,https://www.amazon.in/U-S-POLO-ASSN-Regular-Applique/dp/B0CS3DSJSK,,,,,"Tuesday, 27 February"," 
 HALF SLEEVE POLO  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cocoblu Retail,B091742R8N,Clothing & Accessories > Women > Western Wear > Jeans & Jeggings,KOTTY Women High Rise Cotton Lycra Blend Ankle Length Jeans,"1,999",474.00,FREE delivery,,3.7,0.0,"4,227 ratings",,,,25.4 x 25.4 x 5.08 cm,KTTLADIESJEANS852L,,27 March 2021,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41h6zFWctsL.jpg,,,,,,,,,,https://www.amazon.in/KOTTY-Women-Cotton-Lycra-Length/dp/B0CNCZ8239,,,,,"Tuesday, 27 February"," 
 Finished with a classic styling and cool, these kotty flared cotton Lycra jeans will certainly see you season after season.these high rise jeans are extremely comfortable to wear.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RK World Infocom Pvt Ltd,B07QQ77N4N,Beauty > Make-up > Lips > Lipsticks,"Colorbar Sinful Matte Lipcolor, Purple, 3.5 g",,"1,299.00",FREE delivery,‎Colorbar Cosmetics,4.2,0.0,118 ratings,4 g,,,10.5 x 5.4 x 3 cm,,,11 April 2019,"38,128 in Beauty (See Top 100 in Beauty)",797 inLipsticks,,"A creamy, lightweight matte formulation in 24 unique shades",Enriched with sea fennel wax for a soft touch wear,"Long-lasting, smudge-proof, and transfer-proof",Dermatologically tested,,,,,,,https://m.media-amazon.com/images/I/61m+M4X5X2L._SX679_.jpg,https://m.media-amazon.com/images/I/61m+M4X5X2L._SX466_.jpg,https://m.media-amazon.com/images/I/61m+M4X5X2L._SX425_.jpg,https://m.media-amazon.com/images/I/61m+M4X5X2L._SY355_.jpg,https://m.media-amazon.com/images/I/61m+M4X5X2L._SX522_.jpg,https://m.media-amazon.com/images/I/61m+M4X5X2L._SX569_.jpg,https://m.media-amazon.com/images/I/61m+M4X5X2L._SY450_.jpg,,,,https://www.amazon.in/Colorbar-Cosmetics-Sinful-Lipcolor-Purple/dp/B07QQ77N4N,,,,,"Tuesday, 27 February"," 
 Matte that is so rich, so silky, and so bold - it’s practically sinful. Every stroke gives you a powerful blast of long-lasting color and a luxurious matte finish. Infused with sea fennel wax, Sinful Matte leaves an ultra-soft touch on your lips. Matte really shouldn’t be this addictive. No parabens. No artificial fragrances. No talc. Only love. Formulated in in Italy  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VivanRetailer,B091V3SJNW,Home & Kitchen > Home Storage & Organisation > Laundry Organization > Laundry Baskets,"Velolight Laundry Basket with Handles (Large 82L) Big Foldable Laundry Bag Bin Hamper (72Cms * 38Cms) (Dark Blue, Large) aluminum","1,500",996.00,FREE delivery,‎Virtue Retailer,4.3,0.0,680 ratings,‎610 Grams,,,,,,,"5,374 in Home & Kitchen (See Top 100 in Home & Kitchen)",26 inLaundry Baskets,,ALUMINIUM HANDLE WITH SOFT GRIP - Easily Carry our Durable Laundry Bags.,WATERPROOF MATERIAL – Premium Double Layer 600D Oxford Fabric Cloth with PE Coating.,"DIMENSIONS - 15”(L) x 15”(W) x 28”(H) / 38x38x72cm (includes handle), large 82 Litre capacity.",1 YEAR WARRANTY – The only Laundry Organizer Baskets in Indian Market to Provide 1 Year Warranty.,"TIPS - Do not use washing machine to clean the bag, it will damage the coating.",,,,,,https://m.media-amazon.com/images/I/41IBzuTfVmL._SX466_.jpg,https://m.media-amazon.com/images/I/41IBzuTfVmL._SX355_.jpg,https://m.media-amazon.com/images/I/41IBzuTfVmL.jpg,https://m.media-amazon.com/images/I/41IBzuTfVmL._SX450_.jpg,https://m.media-amazon.com/images/I/41IBzuTfVmL._SX425_.jpg,,,,,,https://www.amazon.in/Velolight-Laundry-Organizer-Handles-X-Large/dp/B091V26BL3,,,,,"Thursday, 29 February","Velolight Laundry Basket with Handles (Large 82L) Big Foldable Laundry Bag Bin Hamper (72Cms * 38Cms) (Dark Blue, Large) aluminum : Amazon.in: Home & Kitchen"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HENAL INC,B0BVN1LVYW,Clothing & Accessories > Women > Maternity > Ethnic Wear > Maternity Kurtas & Kurtis,HENAL Women's Cotton Anarkali Comfortable Maternity Kurti Nursing Feeding Kurta Dress with Both Side Zippers,"2,999",849.00,FREE delivery,,3.7,0.0,250 ratings,,,,24 x 18 x 2.7 cm,,,13 February 2023,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/413ynihMHUL.jpg,,,,,,,,,,https://www.amazon.in/HENAL-Anarkali-Comfortable-Maternity-Nursing/dp/B0BQYVQPJC,,,,,"Saturday, 2 March","Buy HENAL Women's Cotton Anarkali Comfortable Maternity Kurti Nursing Feeding Kurta Dress with Both Side Zippers (Medium, Maroon) from Maternity Kurtas & Kurtis at Amazon.in. 30 days free exchange or return"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yellow Weaves,B0CJBRFDGJ,Home & Kitchen > Home Furnishing > Kitchen Linens > Place Mats,"Yellow Weaves PVC Kitchen Mat for Shelf/Shelf Liners Sheet for Kitchen Shelves Cabinet Drawer/Wardrobe/Fridge/Table (45cm X 5 Meters Roll, Brown Flakes)","1,199",619.00,FREE delivery,‎Weaves India,4.4,0.0,52 ratings,850 g,,,,,,,"2,327 in Home & Kitchen (See Top 100 in Home & Kitchen)",23 inPlace Mats,,Size: Generous 45 cm x 5 M roll for multiple applications.,"Multipurpose Use: Ideal for Shelf, Drawer, Kitchen Table, Bathroom and Fridge.",Anti-Skid & Secure: Textured surface prevents items from skidding.,Attractive Design: Enhances the visual appeal of storage spaces.,Waterproof & Easy to Clean: Shields surfaces from spills and stains; easy wipe-clean maintenance.,,,,,,https://m.media-amazon.com/images/I/916qfwiDRoL._SX522_.jpg,https://m.media-amazon.com/images/I/916qfwiDRoL._SX425_.jpg,https://m.media-amazon.com/images/I/916qfwiDRoL._SX355_.jpg,https://m.media-amazon.com/images/I/916qfwiDRoL._SX679_.jpg,https://m.media-amazon.com/images/I/916qfwiDRoL._SX450_.jpg,https://m.media-amazon.com/images/I/916qfwiDRoL._SX466_.jpg,https://m.media-amazon.com/images/I/916qfwiDRoL._SX569_.jpg,,,,https://www.amazon.in/Yellow-Weaves-Kitchen-Shelves-Wardrobe/dp/B0CJBRFDGJ,,,,,"Tuesday, 27 February","Amazon.in: Buy Yellow Weaves PVC Kitchen Mat for Shelf/Shelf Liners Sheet for Kitchen Shelves Cabinet Drawer/Wardrobe/Fridge/Table (45cm X 5 Meters Roll, Brown Flakes) online at low price in India on Amazon.in. Free Shipping. Cash On Delivery"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ETrade Online,B0C15MSLRJ,Home & Kitchen > Home Furnishing > Kitchen Linens > Table Cloths,"Homerz Premium Round Table Cover, 60 inch Diameter, Waterproof and Easy to Clean, 2 Years Brand Guarantee (Professor)",699,249.00,FREE delivery,‎Homerz,4.0,0.0,139 ratings,‎100 Grams,,,,,,,"5,635 in Home & Kitchen (See Top 100 in Home & Kitchen)",38 inTable Cloths,,"HOME DECORATION - Matches delicately and create unique style for your dining room, suitable for various dining scenes for indoor & outdoor table for everyday use with camping, patio, family birthday, hoÍiday gatherings, party, BBQ, etc","QUALITY FABRIC - PVC is composed of 70% vinyl & 30% non woven, combines the comfort of pvc and the firmness of no woven with the perfect proportion, which is more wrinkle free and shrink-proof than other materials","EXQUISITE WORKMANSHIP - Nice cutting, neat seam around edges without extra thread exposed. We highly take care of every details","EASY CARE - The table cover is machine washable and easy to clean, it will keeps staight and its original shape and not easy to fade even after long time of using and washing","TABLE PROTECTION - With the Table cover, your dining table will not easily get dirty by oil and sauce, it prevents your table from scratches and bumps",,,,,,https://m.media-amazon.com/images/I/81HvDAnMXsL._SX425_.jpg,https://m.media-amazon.com/images/I/81HvDAnMXsL._SY355_.jpg,https://m.media-amazon.com/images/I/81HvDAnMXsL._SX679_.jpg,https://m.media-amazon.com/images/I/81HvDAnMXsL._SX522_.jpg,https://m.media-amazon.com/images/I/81HvDAnMXsL._SY450_.jpg,https://m.media-amazon.com/images/I/81HvDAnMXsL._SX466_.jpg,https://m.media-amazon.com/images/I/81HvDAnMXsL._SX569_.jpg,,,,https://www.amazon.in/Homerz-Diameter-Waterproof-Guarantee-Professor/dp/B0C15MSLRJ,,,,,"Tuesday, 27 February"," 
 HOME DECORATION - Matches delicately and create unique style for your dining room, suitable for various dining scenes for indoor & outdoor table for everyday use with camping, patio, family birthday, hoÍiday gatherings, party, BBQ, etcQUALITY FABRIC - PVC is composed of 70% vinyl & 30% non woven, combines the comfort of pvc and the firmness of no woven with the perfect proportion, which is more wrinkle free and shrink-proof than other materialsEXQUISITE WORKMANSHIP - Nice cutting, neat seam around edges without extra thread exposed. We highly take care of every detailsEASY CARE - The table cover is machine washable and easy to clean, it will keeps staight and its original shape and not easy to fade even after long time of using and washing  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Skytech,B09V365DJP,Toys & Games > Learning & Education > Reading & Writing,"English Magic Practice Copy Book by Sanghariyat for Pre-School Kids, Re-Usable Drawing, Alphabet, Numbers and Math Exercise for Children (4 x Books,5 x Refill,1 x Pen,1 x Grip),Multicolor, Small","1,999",215.00,FREE delivery,‎Sanghariyat®,4.2,0.0,812 ratings,‎240 g,,,,,,8 March 2022,330 in Toys & Games (See Top 100 in Toys & Games),3 inReading & Writing Development Toys & Kits,,It is a good way of early education. Children can develop basic skills while playing our preschool workbook! This series of workbooks contains a wealth of exercises to help children develop the eye-hand coordination skills necessary for learning to write clearly.,"For each transcript, we offer a set of pencil jackets for you. It's convenient for children to reuse this copybook because the handwriting will disappear within 10 minutes of writing. It's includes1 pen holder and 5 refills, children can practice for a long time. The paper is thick, not easy to smudge and not easy to stain. The pen holder is made of silicone, which is 100% safe for children.","Building basic skills helps your little ones learn their letters, numbers and pictures on every page. It is a great tool for developing fine motor skills and eye-hand coordination.","For children, it's important for them to go to preschool education which is easier to correct the gesture and writing method of holding the pen. The interesting activities in the workbook can bring a lot of educational fun for your children. Each preschool copybook page contains interesting, effective and practical exercises so that children can get valuable eye-hand coordination and other handwriting skills.","【Notice】 1. Actual color may be slightly different from the image due to different monitor and light effect. 2. The magic practice copybook must be used with the auto fade pen, then can be reused. If using ordinary pen, the magic calligraphy tracing book can not be reused.",,,,,,https://m.media-amazon.com/images/I/51AlcsndyIL._SY450_.jpg,https://m.media-amazon.com/images/I/51AlcsndyIL.jpg,https://m.media-amazon.com/images/I/51AlcsndyIL._SY355_.jpg,https://m.media-amazon.com/images/I/51AlcsndyIL._SX425_.jpg,https://m.media-amazon.com/images/I/51AlcsndyIL._SX466_.jpg,,,,,,https://www.amazon.in/Sanghariyat%C2%AE-Practice-Pre-School-Re-Usable-Alphabet/dp/B09V365DJP,,,,,"Tuesday, 27 February","Amazon.in: Buy English Magic Practice Copy Book by Sanghariyat for Pre-School Kids, Re-Usable Drawing, Alphabet, Numbers and Math Exercise for Children (4 x Books,5 x Refill,1 x Pen,1 x Grip),Multicolor, Small online at low price in India on Amazon.in. Check out English Magic Practice Copy Book by Sanghariyat for Pre-School Kids, Re-Usable Drawing, Alphabet, Numbers and Math Exercise for Children (4 x Books,5 x Refill,1 x Pen,1 x Grip),Multicolor, Small reviews, ratings, specifications and more at Amazon.in. Free Shipping, Cash on Delivery Available."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DKB INTERNATIONAL®,B0CKN24458,Baby > Feeding > Bottle Feeding > Bottles,"DKB Premium Steel Bottle for Milk Feeding BPA Free, 304 Grade Steel Soft Silicone Pacifier, for Babies/Infants/Newborns of 0-2 Years (Silver, 240ml) Pack of-2",999,599.00,FREE delivery,‎DKB,4.4,0.0,7 ratings,‎200 g,,,,,,7 October 2023,"2,802 in Baby Products (See Top 100 in Baby Products)",136 inFeeding Bottles,,"✅100% Safe and Durable: jointless Bottle which is made of 304 food grade premium quality steel, Silicone food grade anti colic nipple is used which makes the product durable and safe for babies.","✅Eco-friendly and Safe: Our BPA-free, phthalate-free, and food-grade stainless steel construction guarantees a non-toxic and eco-friendly choice, prioritizing your baby's health and contributing to a sustainable future for generations to come","✅The Facifier/teat also with an air ventilation system to ensure minimum intake of air while feeding and prevent colic, gas, and spitting the feed",✅These are the best no leakage stainless steel Baby feeding bottles,,,,,,,"https://m.media-amazon.com/images/I/61+QBQxeTFL._SX569_PIbundle-2,TopRight,0,0_AA569SH20_.jpg","https://m.media-amazon.com/images/I/61+QBQxeTFL._SY450_PIbundle-2,TopRight,0,0_AA450SH20_.jpg","https://m.media-amazon.com/images/I/61+QBQxeTFL._SX522_PIbundle-2,TopRight,0,0_AA522SH20_.jpg","https://m.media-amazon.com/images/I/61+QBQxeTFL._SY355_PIbundle-2,TopRight,0,0_AA355SH20_.jpg","https://m.media-amazon.com/images/I/61+QBQxeTFL._SX679_PIbundle-2,TopRight,0,0_AA679SH20_.jpg","https://m.media-amazon.com/images/I/61+QBQxeTFL._SX425_PIbundle-2,TopRight,0,0_AA425SH20_.jpg","https://m.media-amazon.com/images/I/61+QBQxeTFL._SX466_PIbundle-2,TopRight,0,0_AA466SH20_.jpg",,,,https://www.amazon.in/DKB-Premium-Silicone-Pacifier-Newborns/dp/B0CKN24458,,,,,"Friday, 1 March"," 
 DKB brings to you a natural and safe way of feeding formula to your baby. This Feeding bottle has soft nipples, and is easy to fill, hold, and clean, which makes it an apt choice for feeding your baby comfortably. The 304 Grade stainless steel body of the bottle makes it a versatile and practical tool for feeding. It is not easily breakable and making them extremely safe for your little one to use. The bottle is durable, tough & sturdy. It is corrosion free and will maintain its longevity.The bottle has embossed volume measuring marks which enable parents to measure the liquid contents.These bottles are designed in a way that it is leakage proof. No leak spillage will be there of the liquid contents.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VERACLONE ELEGANCE,B0BDYY7K42,Home & Kitchen > Kitchen & Dining > Tableware > Dinnerware & Serving Pieces > Serveware > Drink Servers > Carafes,Cracker Glass Water Jug with Lid Glass Pitcher Hot Water Jug Milk Carafe Glass Water Jug for Dining Table (Pack of 01) (Bubble Shape Glass JUG 1.8L),"1,299",798.00,FREE delivery,,4.2,0.0,104 ratings,‎990 Grams,,,,,,,"144,420 in Home & Kitchen (See Top 100 in Home & Kitchen)",303 inDrink Servers,,Package Contents: 1-Piece Jug,Material:- Glass,"Break and chip resistant, Dishwasher safe / Ergonomic handle for comfortable handling","Unlike plastic or ordinary glass, will not leach chemicals into your food even after repeated usage Easily handle","Color: Transparent, Material: 100% Borosilicate glass",,,,,,https://m.media-amazon.com/images/I/51YB+06QTZL.jpg,https://m.media-amazon.com/images/I/51YB+06QTZL._SY450_.jpg,https://m.media-amazon.com/images/I/51YB+06QTZL._SY355_.jpg,,,,,,,,https://www.amazon.in/Cracker-Pitcher-Carafe-JUG-1-8L/dp/B0BDYTZJXF,,,,,"Wednesday, 28 February"," 
 Pour the happiness and let them experience the beauty of love. Serve your friends so well that they become the family. Moreover, this glass jug comes with an easy poring and spillproof spout that even a child can pour the drink without wasting it. In addition to this, the diameter of the jug opening is accessible for cleaning the inside surface easily. Furthermore, the borosilicate glass lets you not release any marks after cleaning as old-fashioned classical glass.  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethluxis Designs,B08266ZCFR,Clothing & Accessories > Men > Ethnic Wear > Kurta Sets,Uri and MacKenzie Men's Silk Blend Regular Kurta Churidar Pyjama with Bundi Nehru Jacket/Waistcoat,"5,999","1,619.00",FREE delivery,,3.9,0.0,"3,560 ratings",,,,30 x 21 x 8 cm,UM-CREME-GOLDEN-42,,28 November 2019,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/31AoBTbHJQL.jpg,,,,,,,,,,https://www.amazon.in/Uri-MacKenzie-Matching-Pyjama-Chudidar/dp/B07J2RDVKP,,,,,"Friday, 1 March","Uri and MacKenzie Men's Silk Kurta Pyjama With Nehru Jacket (UM-CREME-GOLDEN-42_Gold, Creamen_42) : Amazon.in: Fashion"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cocoblu Retail,B0BD4S4RYN,Shoes & Handbags > Shoes > Men's Shoes > Casual Shoes > Sneakers,"XTEP Rubber Sole, Lace Up, Retro Style, Textile + Synthetic Leather, Phylon + Rubber Midsole, Synthetic Leather Upper, Removable Soft Coolpad Insole, Lightweight Retro Casual Shoes","7,499","4,499.00",FREE delivery,,2.5,0.0,2 ratings,,,,30 x 10 x 9 cm,,,5 September 2022,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41cOV3frGKL.jpg,,,,,,,,,,https://www.amazon.in/XTEP-Synthetic-Leather-Lightweight-Casual/dp/B0C2QJJZWS,,,,,"Tuesday, 27 February"," 
 Key Features : Men Retro Casual Shoes : Trendy Casual Shoes for Men is made of Retro Fashionable Textile, Synthetic leather patch design gives tribute to 70's style concept.Shoes for Men are restructured with integration of modern trendy elements. Phylon Mid sole and Rubber Outsloe. It's Pixisi soft material, bottom flower, wear-resistant, non-slip.provide good comfort,Equipped with ""X"" groove shape. Lightweight and comfort wrap shoes  "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mirchi Fashion,B09Z87MY1N,Clothing & Accessories > Women > Ethnic Wear > Kurtas & Kurtis,MIRCHI FASHION Women's Stylish Straight Fit Cotton Shibori Dyed Printed Kurta Set with Trouser Pant and Dupatta,"4,399",949.00,FREE delivery,,3.8,0.0,76 ratings,,,,33.5 x 26.3 x 4.9 cm,,,30 April 2022,,,,,,,,,,,,,,https://m.media-amazon.com/images/I/41J8cFk8vuL.jpg,,,,,,,,,,https://www.amazon.in/MIRCHI-FASHION-Stylish-Straight-Shibori/dp/B0C16RT717,,,,,"Tuesday, 27 February"," 
 Get a charming traditional look with this beautiful ethnic Kurta Set with Dupatta & Trouser Pant made of high-quality fabric Cotton. This Straight Fit top promises it fits good on your body shape, also offering extra 1 inch margin for customize need and leg movement for all day comfort. Pattern/Styling:: Pretty Shibori Dyed Printed Design with Gota Patti Lace and Resham Embroidery, Sequins Embellishment, Contrast Bottom-Dupatta Style,Sleeves:: 3/4 length (Regular Sleeves with Gota Patti Lace), Neck style:: Round Neck (Yoke Style: Resham Embroidery, Sequins Embellishment), Slit Detail:: Side Slit, Bottom Closure:: Slip-On| Waistband:: Elasticated | Pockets:: Side Pocket, Package Content:: 1 Straight Fit Kurta + 1 Trouser Pant + 1 DupattaThis kurta set is ideal for festivals, occasional, parties and social/friends/family get-together, ceremonies, business functions wherever you want to flaunt your style. Also kurta design and color combination are suitable for girls or womens of across all age or region. Wear it with matching accessories to get complemented on next classy ethnic wear look.FAQ.-Q1. Is bottom/pant included? A1. Yes, you will get 1 Kurta, 1 stitched bottom/Trouser Pant and 1 dupatta in package. Q2. Length of Kurti?  A2. Length may vary due to your body height. Kurta is Calf Length (Below Knee). The Model (height 5'8'') is wearing a size ''S'' Q3. Is it stitched? A3. Yes, it fully stitched ready to wear. Just take care of the size you want. Q4. Will it need Dry Cleaning? A4. No, light hand or machine wash with like colors. Low warm iron. Q5. Is the fabric comfortable? A5. Yes, it is comfortable and breathable material for all day long wearing.   "
